source,key,text
LLAMA,yelp-362,"Disappointing. Although the choices were plentiful, the hot food was cold and too greasy. The fruit and dessert was excellent though."
Eleuther-AI,yelp-362,"Disappointing. Although the choices were plentiful, the hot food was cold and too greasy. The sausage in my vegetarian wrap had a strong onion flavor that I didn't like at all."" ""The setting is beautiful"" - Everyone likes to eat outdoors but weather can be unpredictable so check ahead of time if they have indoor tables available when you go! We also suggest asking for an inside table near either one or both windows because it will get some sunshine!"""
Tsinghua,yelp-362,"Disappointing. Although the choices were plentiful, the hot food was cold and too greasy. My food was bland and the tomato sauce was disgusting. Service was slow and people were having a hard time ordering. The wine was bad and very overpriced. I think I will go back to the Olive Garden. The food was terrible. The salad was cold, the steak was tough, the potatoes were overcooked, the butter sauce was just butter and the asparagus was dry. The kids' meal was served with a glass of water and no entree. The cheeseburgers were served with lettuce and tomato on the side. We ate there several times and it has always been a very good restaurant. But now it's just average. The service is the worst part. The food is always good but the waiters are terrible. I have tried to order 2 times and I was just told the server was too busy to take my order. When we finally did get the food it was just average. The prices are high and they always give you an appetizer and a salad but no entree. Meal was cold and came with the SAME salad. Service was slow. The menu was large and they had some excellent choices. My husband and I have eaten at the Olive Garden many times and we always had a great time. We love the garlic bread and calamari. However, this was the first time that we ate there with our 2 young children. Our server was excellent. Our kids were so excited about the garlic bread. The only complaint was the food. The pasta was very cold and the flavor was very bland. We did not even eat the food. I will not be eating at the Olive Garden again. The food was mediocre at best. The portion size was small. It was just a sandwich and a side of french fries. It was the same sandwich every day. There was nothing new. The server was very friendly and the food was hot. The service was excellent. The price was reasonable."
Human,yelp-363,First called and delivery would take over 1 hour. Decided to dine in and no one was there to take my order. It took a couple minutes for someone to realize I was ready to order. (Apparently messing around in the back.) While waiting for the pizza someone was juggling pizza dough and tossing it from one person to another. Pizza was good but the flavored crust either sucked or wasn't applied. It was clean and pizza was ready really fast. My wife will probably go back but I will not.
OpenAI,yelp-363,"First called and delivery would take over 1 hour. Decided to dine in and no one was there to take my order. It took a couple minutes for someone to greet you and take your order. The food was good when it arrived, but the service could have been better. Have you considered leaving a review or speaking with the management about your experience? This could help improve their service for future customers."
PaLM,yelp-363,"First called and delivery would take over 1 hour. Decided to dine in and no one was there to take my order. It took a couple minutes for someone to finally come to the table. When we got the food, it was cold and poorly prepared. The server did not seem to care at all about our experience. I will not be returning to this restaurant again."
Eleuther-AI,yelp-363,"First called and delivery would take over 1 hour. Decided to dine in and no one was there to take my order. It took a couple minutes for someone to come out of the kitchen, then another 10-15 minute wait before I got taken care off as quickly... More Less"
Tsinghua,yelp-363,"First called and delivery would take over 1 hour. Decided to dine in and no one was there to take my order. It took a couple minutes for someone to walk up to me. Had to wait another 5 minutes for a waitress to show up. After 30 minutes I finally got my food. It was cold and greasy. I had a salad with ranch dressing on it. I don't care what anyone says, ranch dressing is not good for you and the one that was on my salad was nasty. I did not even finish my food and I'm sure it wasn't good for the employees either. Shame on you Raising Cane's. 10.02.15Adam D. Used to love this place. They've lost their way. No longer happy. 09.02.15Brianna D. Spent 120 on food at this location. The employees are not happy and their food is horrible. 09.02.15Mark P. Been going to this location for over 20 years and I've had nothing but bad service. 09.02.15Sheryl L. Used to love this place. Now not so much. Service and food are terrible. 09.02.15Mike S. We have been going to this location for 25 years and the food is not the same. The service is terrible and the employees are unhappy. 08.02.15Sheryl L. The food is not the same and the employees are unhappy. 08.02.15Mike S. Used to love this location. Now not so much. 07.02.15Amy S. They lost the personal touch. The food is just okay. 07.02.15Mike S. Used to love this location. Now not so much. 06.02.15Mike S. Used to love this location. Now not so much. 06.02.15Michael R. This is the worst place to eat in Nashville. The food is bland and overcooked. The service is awful. 06.02.15James M. Nothing like they used to be. 06.02.15Mark P. This location is no longer a happy place to eat. The employees are not happy and the food is terrible. 06.02.15Sheryl L. Used to love this place. Now not so much. 06.02.15Mark P. We have been going to this location for over 20 years and the food is not the same. The service is terrible and the employees are unhappy. 06.02.15Sheryl L. The food is not the same and the employees are unhappy. 06.02.15Mike S. Used to love this location. Now not so much. 05.02.15Mike S. Used to love this location. Now not so much. 05.02.15Susan W. The food is overcooked and bland. Service is terrible. 05.02.15James M. Nothing like they used to be. 05.02.15Michael R. This is the worst place to eat in Nashville. The food is bland and overcooked. The service is awful. 05.02.15Susan W. The food is overcooked and bland. Service is terrible. 05.02.15Mike S. Used to love this location. Now not so much. 05.02.15Mark P. We have been going to this location for over 20 years and the food is not the same. The service is terrible and the employees are unhappy. 05.02.15Mike S. Used to love this location. Now not so much. 05.02.15Susan W. The food is overcooked and bland. Service is terrible. 05.02.15Sheryl L. Used to love this place. Now not so much. 05.02.15Mark P. Used to love this location. Now not so much. 05.02.15Susan W. Used to love this location. Now not so much. 05.02.15Sheryl L. Used to love this place. Now not so much. 05.02.15Mike S. Used to love this location. Now not so much. 05.02.15James M. Used to love this location. Now not so much."
LLAMA,yelp-363,"First called and delivery would take over 1 hour. Decided to dine in and no one was there to take my order. It took a couple minutes for someone to get to me. When I order my order took an hour and 15 minutes. I thought that was ridiculous. I had to keep asking to find out when my order would be ready. I also have to say that my food was cold. I was so upset I didn't eat any of it. I would never eat at this restaurant again. The food was great but the delivery service was not. I asked for delivery between 12:00 and 12:30 and didn't get my food until 1:30. The driver was also very rude when I asked for a refund for the delivery fee. I was impressed that my order was ready in less than 15 minutes! I was starving, so that was a major plus. The food is delicious, and the people are very nice. Not enough sauce in the shrimp fried rice. Our food was very good. I ordered the General Tso Chicken and the Chicken w Broccoli. They were both very good. The General Tso was a bit on the sweet side but still very good. My only complaint is that we waited a long time for our food. It was worth the wait but I wish it would have been ready a little faster. I will order again but next time I will call in my order and pick it up. Great food and service, a little slow on delivery. Food is great and they are very polite and professional. Food was good, service was ok. The wait was a little longer than normal. Food was great, the delivery was very late. Great food! Quick delivery! I would recommend!"
OpenAI,yelp-364,"We went here for dinner as the sun was setting. We sat outside against the rail and had a pretty decent view of the strip as the lights were just starting to come on. The atmosphere was lively and the energy was great. The restaurant had a good selection of drinks and appetizers, and the main courses were all delicious. The service was friendly and the staff was attentive. Overall, it was a great dining experience with a beautiful view."
PaLM,yelp-364,"We went here for dinner as the sun was setting. We sat outside against the rail and had a pretty decent view of the strip as the lights were just coming on. The food was average and nothing to write home about, but the atmosphere was nice and it was a fun place to people watch. The service was good and the staff was friendly. We would definitely recommend this place for a casual dinner or a drink with friends."
Eleuther-AI,yelp-364,"We went here for dinner as the sun was setting. We sat outside against the rail and had a pretty decent view of the strip as the lights were just beginning to come on, so we could watch it all go down without missing much! The food (mains 20-25) is quite good - plenty fo options available each night: steaksribs etc or you can get something lighter like chicken fajitas with rice beans (8). The service isn't bad either although there are some people that obviously don' t know what they're doing when serving drinks...and I mean this in every sense from pouring your drink into another glass if asked politely not forcefully putting ice cream over top someone's dessert...etc There really wasn't anything wrong but those small touches made almost everything else seem fine:) Overall though by far one our favorite places out town!! Would recommend!!!Read more"
Tsinghua,yelp-364,We went here for dinner as the sun was setting. We sat outside against the rail and had a pretty decent view of the strip as the lights were just coming on. The service was good and the food was pretty good. My husband had the blackened grouper and I had the steak. We had the steak medium rare and I had a side of broccoli. The service was very good and the food was good.
BigScience,yelp-364,"We went here for dinner as the sun was setting. We sat outside against the rail and had a pretty decent view of the strip as the lights were just starting to get switched on. This is one of those restaurants that has been featured in some travel magazines, so we decided to try it out when we wanted something different from the usual steakhouses or Italian places around town (yes I know there are plenty!!). The food at Bistro du Soleil couldn't be described as sexy - it's not really fancy but it's delicious! The menu focuses mainly on French cuisine with an occasional Mediterranean twist. I tried their signature escargot dish which tasted like heaven - they have a beautiful presentation too! Practically everyone who's visited Vegas seems to love Circus Maximus, even if you don't think you've got enough money for another trip. It's certainly worth checking this most upmarket hotel out before heading off into town (check prices)."
LLAMA,yelp-364,"We went here for dinner as the sun was setting. We sat outside against the rail and had a pretty decent view of the strip as the lights were just starting to turn on. We were on the third floor, and my husband thought that the buffet was pretty good. He said that it was better than some of the buffets in Vegas. He also said that the price was not bad. I thought that the place was great, but I did not like the fact that there were so many people smoking. I know that it is legal, but I wish they would have had a non-smoking section. All in all, we had a great dinner."
Human,yelp-364,"We went here for dinner as the sun was setting. We sat outside against the rail and had a pretty decent view of the strip as the lights were just starting to come on. I got the delicious shrimp heaven dish and I must of gotten and 30 shrimp (coconut, fried, tempura battered, shrimp cocktail, and fries) I especially loved the coconut shrimp. We ordered the lava flow drinks in fun light up glasses which made for some fun pictures. Very good drinks, but way overpriced. The waitress even asked us some Forest Gump Trivia which just added to the experience. It's right next to the balcony of the goretorium bar and we saw some zombies taking a smoke break! Great time!"
Human,yelp-365,They have a decent menu and really good prices. You do get a decent amount of food for the price that you pay. The Fried Ice Cream is the best that I have had in my opinion!
Eleuther-AI,yelp-365,"They have a decent menu and really good prices. You do get a decent amount of food for the price that you pay. The Fried Ice Cream is the best ice cream they ever had in my opinion, so it's worth getting! I will definitely be returning here again soon to grab more fried items...More"
BigScience,yelp-365,"They have a decent menu and really good prices. You do get a decent amount of food for the price that you pay. The Fried Ice Cream is the best ice cream I've had in quite some time. This was my first visit to this place, I got a few dishes there along with our drinks (The Long Island iced tea Orange Soda), we ordered it all together as well since they were on sale..the first thing we tried out,was their Baked Beef Sliders (I think that's what it's called) those are pretty darn yummy! They come up freshly baked from the oven and filled with delicious shredded beef thats also seasoned wonderfully...i almost didn't want more but decided i would just try one piece after another..all served very hot because its cooked at high heat inside every single slider so it comes piping hot upon order. Other than that we couldn't decide which dish to go for next, when i asked them if they could let me taste everything before ordering anything else i said yes they did...and now I'm sitting here craving to try other items like fries or even their specialty dishes.. But thank goodness for the ""special"" offers - one per person unless otherwise specified - available between sundays and tuesdays only: We love this restaurant and we've been coming back many times over the years. We always stop by on Thursday nights prior to going bowling since that night will be free pizza..Luke's Pizza has a great selection of pizzas including 5 cheese pepperoni which is the most popular choice! Everybody needs a place like Luke's Pizza where they can bring in friends, family or clients without stressing about making sure everyone gets something on their plates....it's hard enough finding places around town that offer decent pizza these days especially ones that don't cost any kind of fortune..there aren't too many options so we definitely appreciate being able to eat at one that does"
PaLM,yelp-365,The best part about this restaurant though is the staff. They are so friendly and attentive and make you feel right at home.
OpenAI,yelp-365,"They have a decent menu and really good prices. You do get a decent amount of food for the price that you pay. The Fried Ice Cream is the best Thank you for sharing your experience! It's great to hear that you enjoyed the menu and prices, and the Fried Ice Cream sounds delicious. I'm sure other customers will find your review helpful in deciding where to eat. Is there anything else I can assist you with?"
Tsinghua,yelp-365,"They have a decent menu and really good prices. You do get a decent amount of food for the price that you pay. The Fried Ice Cream is the best thing on the menu. The fried ice cream is so good and melts in your mouth. The whole restaurant is really clean and they serve fast. The staff is also really friendly. The only thing I would say is that the food is just okay. But it is very cheap and if you are in the area, you should definitely try it out. If you like fish and chips, you should definitely try out the seafood bar. It has some of the best fish and chips that you have ever had. The fish and chips is cooked to perfection and it has a lot of flavor. The side dish is also very good and they also have some really good fish and chips. The prices are really reasonable and they serve fast. The only thing I would say is that the food is just okay. But it is very cheap and if you are in the area, you should definitely try it out. If you are looking for a place to have dinner with your family, this is a great place to go. They have a nice menu and the food is very good. They also have some really good appetizers and they have a lot of desserts. The food is very fresh and the desserts are delicious. The prices are very reasonable and the restaurant is clean and has a nice atmosphere. The only thing I would say is that the food is just okay. But it is very cheap and if you are in the area, you should definitely try it out. If you are looking for a great place to eat dinner, this is a great place to go. They have a nice menu and the food is very good. They also have some really good appetizers and they have a lot of desserts. The food is very fresh and the desserts are delicious. The prices are very reasonable and the restaurant is clean and has a nice atmosphere. The only thing I would say is that the food is just okay."
LLAMA,yelp-365,"They have a decent menu and really good prices. You do get a decent amount of food for the price that you pay. The Fried Ice Cream is the best, as it is so hard to find."
Human,yelp-366,"Food is good, still their service lacks, took an hour to get food, no apology, no explanation and there was maybe 4 other tables of people"
OpenAI,yelp-366,"Food is good, still their service lacks, took an hour to get food, no apology, no explanation and there was maybe 4 other tables of people I am sorry to hear that you had a negative experience at the restaurant. Waiting for an hour to get your food with no apology or explanation is definitely not acceptable. Have you considered sharing your feedback with the restaurant's management or leaving a review on a site such as Yelp or TripAdvisor? This way, they can learn about your experience and work to improve their service for future customers."
BigScience,yelp-366,"Food is good, still their service lacks, took an hour to get food, no apology, no explanation and there was maybe 4 other tables of people waiting for the same thing It's a cheap drive-through at times but it does have great prices. This place has become my go-to since they're open 24 hours. This is a really nice restaurant with live music. Definitely worth checking out! You can also eat in if you want"
LLAMA,yelp-366,"Food is good, still their service lacks, took an hour to get food, no apology, no explanation and there was maybe 4 other tables of people. Bring back the old ownership. This was our first time at this restaurant, and we were pleasantly surprised! We came for the karaoke, and stayed for the food. The waiter was very friendly, and was very accommodating. We definitely will be back. Even though the restaurant was not busy the service was terrible. We were not even asked for a drink order until after our food was served. The sushi was fresh and well prepared. Great food. Service was very good. The food was good. The service was terrible. They did not know what they were doing. Delivery was prompt. Food was average. The food was excellent. However, the waiter service was very poor. It took a very long time to get our food, it was cold when it got there. Our waiter only came to the table one time and that was when we sat down. We had to look for the waiter when we needed something. My husband had to go to the kitchen to get something that should have been at the table. Food was excellent! The place has changed since the last time we were there, so we were pleasantly surprised. The food was great! Service not so much. The waiter never came back to check on us. I had a coupon for a free entree for my birthday. But, when we got there, the coupon had expired. The waiter said that he would take care of it and make sure I got the free meal. But, when the bill came, the coupon was not taken off. When we brought it to the attention of the waiter, he said that he had told someone about it and that he was not responsible for the bill. He said that he was only responsible for the food. I told him that he was not only responsible for the food, but also the service. We had to go back to the hostess to get it taken care of. The waiter then took the coupon to get it fixed. But, I had to go back to the hostess to get the coupon back, because the waiter didn't bring it back to us. The waiter was very unprofessional. I will never go back to this restaurant again. Got the Hibachi Chicken and it was delicious. Had a really good flavor and the chicken was cooked perfectly. The service was quick and very courteous. Excellent food, and very nice waitress. We had a wonderful time, food and service were excellent. First time there for the sushi and it was good. This was our first visit to the restaurant and we were pleased with the service and the food. We had a great time, and the food was excellent!"
Tsinghua,yelp-366,"Food is good, still their service lacks, took an hour to get food, no apology, no explanation and there was maybe 4 other tables of people waiting for their food, at the end we got our food and had to wait for our bill to be prepared, but that was okay. Just needed some more professionalism in the food service area. Also I have to mention that it is not a very clean place, the bar area is not kept clean, it's a shame. Food is good, still their service lacks, took an hour to get food, no apology, no explanation and there was maybe 4 other tables of people waiting for their food, at the end we got our food and had to wait for our bill to be prepared, but that was okay. Just needed some more professionalism in the food service area. Also I have to mention that it is not a very clean place, the bar area is not kept clean, it's a shame. We had lunch here and our server was great. Our food was fresh and good. There were 2 other tables with us and we didn't have any trouble getting food or being seated. The place was clean and well maintained. We will be back for dinner! We had lunch here and our server was great. Our food was fresh and good. There were 2 other tables with us and we didn't have any trouble getting food or being seated. The place was clean and well maintained. We will be back for dinner! We had lunch here and our server was great. Our food was fresh and good. There were 2 other tables with us and we didn't have any trouble getting food or being seated. The place was clean and well maintained."
PaLM,yelp-366,"Food is good, still their service lacks. I ordered a burger and it took an hour to get it. There was maybe four other tables of people there. There was no apology or explanation."
Eleuther-AI,yelp-366,"Food is good, still their service lacks, took an hour to get food, no apology, no explanation and there was maybe 4 other tables of people in the restaurant. The Elk course I had by itself cost 50 or so for 3 pieces with a glass apiece (I think), but when adding all my drinks it came out near 20 more than that (65). The beer they served on tap wasn't what we expected at any price - never heard anyone say ""Wow"" about our selection here before today...the same old mediocre stuff you can buy anywhere else cheaper anyway! They only have one bartender working during peak hours? So are these guys just not motivated enough because everyone knows how cheap everything will be after putting up prices 5-10 years ago?! Very strange since this place has been around forever!! And why would someone choose them over many others who offer better beersprices right across town?? Not worth going back even if doors were open later tonight....it's hard being loyal sometimes though!!!"
LLAMA,yelp-367,"Not sure if this is just normal for a place that just opened but pretty much everything was bad for us. Too bright lighting, dirty seats, hard to read menus, service was terrible. They didn't have the food we ordered and they had to be reminded twice to get our drinks. We were actually about to walk out but we got the food we ordered and they gave us two free desserts. After having great food at the downtown location we were looking forward to this one being just as good. Unfortunately, we were disappointed. We ordered the mussels and an Italian sausage pizza. The mussels were ok, but the pizza was bland. We came here for lunch. The service was great. We had the salmon and it was delicious. We would definitely come back. Service was excellent, we were greeted by a friendly waitress who was very attentive. Food was very good, my pork chop was tender and juicy and the sauce was very tasty. Was excited to try this place. I have been to the one downtown a few times and have always had a great experience. The food and service is always great here. The staff are friendly and the food is always good. The food was pretty good. I was disappointed that they did not have a gluten free pizza, even though the website said they had a gluten free pizza. I've been to the Downtown location a few times. I really enjoy their food. This location was new and not as good. The service was very slow. The food was not that great. The meatballs were so dry and tough. The pizza is the best I have had in a while. Service was excellent. The food and service was very good. We enjoyed the pizza and the salad. The prices were very reasonable. The food was delicious. I will definitely be going back. I ordered the chicken. It was very good. They brought out the spicy butter for the bread for our table. This is a great place to eat. The prices are very reasonable. The service was very good. The food was delicious. I got the spaghetti and meatballs and my wife got the pizza. My wife and I came here for our anniversary. We have been here a couple times before. The food was delicious. The service was good. We got a window seat and we had a great view. I had heard good things about this place. So we thought we would give it a try. The service was terrible. The waitress was slow and could not get our orders right. The food was not that great either. The waitress was very slow and the food took a long time to get to us. The food was not very good either. Great food and service. We had the seafood risotto and it was delicious."
BigScience,yelp-367,"Not sure if this is just normal for a place that just opened but pretty much everything was bad for us. Too bright lighting, dirty seats, hard to read menus, and not enough hands free drinks available. I had the Ribeye with red wine sauce chili peppers it looked great on my plate but actually tasted like.....chicken? I got the drink special which came out to 17 worth of alcohol (brewed beer) Absolutely horrible value compared to other steakhouses! Michigan has been an amazing states in so many ways - there's also Michigan based food truck creators who have done well. These are some of our favourites: The Ben Jerry's Barrelhouse takes ingredients from both their ice cream shop and bar. The dishes come packed full of flavour making each bite even more enjoyable. This hearty brunch menu includes croissant pancakes filled with maple syrup; bacon, sausage, ham, eggs or hash browns; smashed potatoes, homemade gravy; banana bread; cinnamon pecan muffins; blueberry oatmeal raisin parfaits and avocado toast. The desserts include s'mores mug cake cups made with mini marshmallows, chocolate chips, graham crackers, vanilla extract, coffee liqueur, dark rum and whipped topping."
PaLM,yelp-367,"Not sure if this is just normal for a place that just opened but pretty much everything was bad for us. Too bright lighting, dirty seats, hard to read menus, poor service and the food was cold and soggy. We will not be going back."
Tsinghua,yelp-367,"Not sure if this is just normal for a place that just opened but pretty much everything was bad for us. Too bright lighting, dirty seats, hard to read menus, and the drinks just weren't that great. We also have to say that their bacon and egg muffins were probably the worst we've ever had in a restaurant, too. 7222015- Tried the Bruscia Salad for the first time. It was delicious, but we noticed that a lot of people seemed to have it, so we may have been a bit late in trying it. It was worth the wait! The asparagus salad was also good, but the bruscia salad was definitely my favorite. 7222015- After walking around Union Square for a while, we decided to stop at Catch on the way back to the train. The service was great and the food was good. It's definitely worth the trip to Union Square! 7212015- We tried the Bruscia Salad for the first time and it was definitely worth the wait. The asparagus salad was also good, but the bruscia salad was definitely my favorite. The dressing was amazing and the bruscia salad was good, but the asparagus salad was definitely my favorite. 7212015- We tried the Bruscia Salad for the first time and it was definitely worth the wait. The asparagus salad was also good, but the bruscia salad was definitely my favorite. The dressing was amazing and the bruscia salad was good, but the asparagus salad was definitely my favorite. 7202015- This place is definitely worth the trip to Union Square! The service was great and the food was good. It's definitely worth the trip to Union Square! 7202015- This place is definitely worth the trip to Union Square! The service was great and the food was good. It's definitely worth the trip to Union Square! 7192015- We've been to this restaurant a few times and each time it's been a fun experience. The service was great and the food was good. It's definitely worth the trip to Union Square! 7192015- We've been to this restaurant a few times and each time it's been a fun experience. The service was great and the food was good. It's definitely worth the trip to Union Square! 7182015- This place is definitely worth the trip to Union Square! The service was great and the food was good. It's definitely worth the trip to Union Square! 7182015- This place is definitely worth the trip to Union Square! The service was great and the food was good. It's definitely worth the trip to Union Square! 7172015- We had an amazing time at Catch and I'm glad we were able to try the Bruscia Salad. The service was great and the food was good. It's definitely worth the trip to Union Square! 7172015- We had an amazing time at Catch and I'm glad we were able to try the Bruscia Salad. The service was great and the food was good. It's definitely worth the trip to Union Square! 7162015- We had an amazing time at Catch and I'm glad we were able to try the Bruscia Salad. The service was great and the food was good. It's definitely worth the trip to Union Square! 7162015- We had an amazing time at Catch and I'm glad we were able to try the Bruscia Salad. The service was great and the food was good. It's definitely worth the trip to Union Square! 7152015- We had an amazing time at Catch and I'm glad we were able to try the Bruscia Salad. The service was great and the food was good. It's definitely worth the trip to Union Square! 7152015- We had an amazing time at Catch and I'm glad we were able to try the Bruscia Salad. The service was great and the food was good. It's definitely worth the trip to Union Square! 7142015- This place is definitely worth the trip to Union Square! The service was great and the food was good. It's definitely worth the trip to Union Square! 7142015- This place is definitely worth the trip to Union Square!"
OpenAI,yelp-367,"Not sure if this is just normal for a place that just opened but pretty much everything was bad for us. Too bright lighting, dirty seats, hard to read menus, I'm sorry to hear that your experience was less than satisfactory. If you haven't already, I would recommend giving feedback directly to the restaurant so that they can work to improve your experience and prevent similar issues for other customers in the future. You could also possibly leave a review on a popular review website to give other potential customers an idea of what they should expect."
Human,yelp-367,"Not sure if this is just normal for a place that just opened but pretty much everything was bad for us. Too bright lighting, dirty seats, hard to read menus, bad salsa, weird chips, terrible margaritas, slow to no service (had to ask for someone to come to the table) 18 for fajitas that contained 6 small shrimp? 3 tiny tortillas with that? Yikes, won't be back..."
Eleuther-AI,yelp-367,"Not sure if this is just normal for a place that just opened but pretty much everything was bad for us. Too bright lighting, dirty seats, hard to read menus, and the food we ordered wasn't even close (cheese pizza came with no cheese at all). We will not go back! ...More"
BigScience,yelp-368,"My boyfriend and I came here for lunch on a Monday afternoon and waited for about 45 minutes before being seated. The wait was definitely doable, especially since the hostess stopped by to let us know that it would take longer than expected if we were there more than half an hour prior. The place is pretty small (we only had one table), but it's neatly decorated with really cool artwork of characters from popular media in Japan - manga, anime and comics. It also has several video games consoles available which makes me think they are dedicated fans or something! You can choose either between their'regular' menu and their 'lunch specials'. All dishes cost JPY3200 each, unless otherwise stated, so you're looking at around USD6 per dish. We ordered 3 courses each plus 2 beverages: A side order of rice, noodles and vegetables cost JPY1200 while drinks like tea, coffee etc costs JPY700-750, depending on what you have chosen."
Tsinghua,yelp-368,"My boyfriend and I came here for lunch on a Monday afternoon and waited for about 45 minutes before being seated. The wait was definitely doable, especially since the hostess was really nice. We sat at a window table with a view of the kitchen. The food was good. The service was excellent. We had an entree each, but I can't remember which one we had. We both had the broccoli salad with goat cheese, and he had the stuffed portabellas. He also had the braised short ribs. They were both good, but I had to go back to the restaurant once more to eat my dessert, the vanilla creme brulee. I highly recommend this place if you're in the area, and you're a fan of goat cheese. It was very, very good. Saturday, October 27, 2012 As promised, I have the link to my next photo contest. Please check it out and join in. You do not need to be a member of a blogging site to participate. You can use your own site or a free blog. You do not need to use a flash widget or a photo from another site. If you do not have a photo blog, you can upload your photo to your site and link to the photo contest. The photo contest runs from now until the 15th of November. The winner will be announced on the 18th of November. Friday, October 26, 2012 If you are looking for a fun Halloween decoration, you might want to check out the following. I was talking to a friend about the pumpkins I saw in the window of a store. She said that she saw them the other day at the hardware store and that they were really cool. She also mentioned that she saw some really cool decorative pumpkins at a home decor store. I was looking online and found that you can find pumpkins that are decorated to look like a door, a table, a chair, and even a cow. These pumpkins are 100 natural, not painted. If you are looking for something different to add to your Halloween decor, these are the perfect pumpkins. I think they are so creative. I will be adding some to my Halloween decor. Thursday, October 25, 2012 There is a movie that was released a few weeks ago that I just had to watch. I know that some of you are familiar with the movie, but if you're not, I hope you'll check it out. The movie is called ""Rise of the Planet of the Apes."" I had the opportunity to attend a screening of the movie and I loved it. The movie is based on the book ""Dawn of the Planet of the Apes."" I'm not sure if it's based on the book, but it's very similar to the book. The movie is set 20 years after the events of the book. The main characters are named Caesar, the apes and the humans. Caesar is the leader of the apes. He's a good leader. The apes are smart and they are capable of many things that humans are not. The apes also have the ability to think like humans. I'm sure that's why the humans are afraid of them. Caesar was created by the humans. The apes believe that he is God. He is a good leader, but he is also very strong. The apes believe that he will return to help them. They are afraid that he will come back to kill them. They are also afraid that he will take them away from the humans. The humans are afraid that the apes will take over their planet. The movie was very good. It was action packed. I was happy to see the apes. I also enjoyed seeing the different apes. The movie was great. I'm glad that I watched it. Wednesday, October 24, 2012 I'm not a huge fan of pumpkins. I do like them, but I don't love them. They're just not my favorite vegetable. I don't think that they're ugly, but I just don't love them. I do love my pumpkins that I've grown myself, but they're not as good as store bought. I love my pumpkins, but I'm not a fan of pumpkins as a decoration. I've seen some great pumpkins in the window of a store. I was curious what they were, so I took a picture. I didn't know what they were, so I had to look them up. They are called ceramic pumpkins. They are so creative. I was wondering how they were made. I found out that they are made by a company called Pumpkinizer. They are 45.00 each."
Human,yelp-368,"My boyfriend and I came here for lunch on a Monday afternoon and waited for about 45 minutes before being seated. The wait was definitely doable, especially since the hostess takes your phone number and online updates are texted to you informing you how many parties are ahead of you. Once we were seated, our server was quick to take our orders and make us feel welcome. I ordered the LV burger and my boyfriend ordered the ABC burger - both were delicious. Finally, we had our frozen hot chocolate, and this treat alone made the high prices tolerable. This was definitely an awesome experience and is a must-do for people visiting Vegas."
Eleuther-AI,yelp-368,"My boyfriend and I came here for lunch on a Monday afternoon and waited for about 45 minutes before being seated. The wait was definitely doable, especially since the hostess said it would be another 15-20 min after she took our order but we ended up waiting over an hour (hungry) until my calamari arrived! My friend got some french fries that were not even warm when they finally showed to her table 5min later than their estimated time of arrival We ordered 2 foods each as entrees - one sandwich which he had never triedheard anything good things his mom always made him eat veggies so something vegitarian..and mine included chicken with roasted potatoes...both pastas dishes at least tasted like Italian food decent ingredients...but both sat in front without plates or silverware!! Took me forever trying every item from tables surrounding us just looking into them through smudged glass windows ...I felt sorry watching people struggle while i kept checking out how long this is taking back home..never again! We left empty handed sadly....not happy"
OpenAI,yelp-368,"My boyfriend and I came here for lunch on a Monday afternoon and waited for about 45 minutes before being seated. The wait was definitely doable, especially since the hostess kept us updated on the estimated wait time. However, once we were seated, it took another 20 minutes for the server to come over to our table to take our order. The food was good, but the service was a bit slow. Is there anything specific you would like me to assist you with?"
PaLM,yelp-368,"My boyfriend and I came here for lunch on a Monday afternoon and waited for about 45 minutes before being seated. The wait was definitely doable, especially since the hostess was very nice and kept us informed on how long it would be. We ordered the salmon and the beef brisket, and both were delicious. The salmon was cooked perfectly and the brisket was so tender it fell apart. The service was great and the atmosphere was very casual and relaxed. We would definitely recommend this place to anyone looking for a great meal."
